id,peakdate,title,artist,label,peakpos,woc
"GOyNqOrkd1I","20040904","JOOK GAL","ELEPHANT MAN","VP","41","1"
"G1GipPBbzfk","20031122","PON DE RIVER PON DE BANK","ELEPHANT MAN","ATLANTIC","29","1"
