id,peakdate,title,artist,label,peakpos,woc
"TLXo9IFVboY","19990626","EXPECT THE UNEXPECTED","DOG EAT DOG","ROADRUNNER","94","1"
"z1fGD_gTxTo","19960713","ISMS","DOG EAT DOG","ROADRUNNER","43","1"
"mn8i0cwJiVk","19950819","NO FRONTS - THE REMIXES","DOG EAT DOG","ROADRUNNER","64","1"
