id,peakdate,title,artist,label,peakpos,woc
"HwZM9m2ZIlg","19980829","CRYING AT AIRPORTS","WHALE","HUT","94","1"
"Aq4apgYriXE","19980704","FOUR BIG SPEAKERS","WHALE FEATURING BUS 75","HUT","69","1"
"2up7su7CeMU","19940319","HOBO HUMPIN SLOBO BABE","WHALE","EAST WEST","46","1"
"2up7su7CeMU","19951125","HOBO HUMPIN' SLOBO BABE","WHALE","HUT","15","1"
"tbBVsk3k-S8","19950715","I'LL DO YA","WHALE","HUT","53","1"
