"7501-19930327","15 MINUTES OF FAME","SHEEP ON DRUGS","TRANSGLOBAL","44","1"
"7501-19931030","FROM A TO H AND BACK AGAIN","SHEEP ON DRUGS","TRANSGLOBAL","40","1"
"7501-19940514","LET THE GOOD TIMES ROLL","SHEEP ON DRUGS","ISLAND","56","1"
