"7501-19980829","CRYING AT AIRPORTS","WHALE","HUT","94","1"
"7501-19980704","FOUR BIG SPEAKERS","WHALE FEATURING BUS 75","HUT","69","1"
"7501-19940319","HOBO HUMPIN SLOBO BABE","WHALE","EAST WEST","46","1"
"7501-19951125","HOBO HUMPIN' SLOBO BABE","WHALE","HUT","15","1"
"7501-19950715","I'LL DO YA","WHALE","HUT","53","1"
