id,peakdate,title,artist,label,peakpos,woc
"lzD3FwU3Z_U","19840721","BREAKAWAY","SPIDER","NO-LABEL","92","1"
"Zfwk7upk84c","19860215","GIMME GIMME IT ALL","SPIDER","NO-LABEL","96","1"
"Ifi9wdgF5zI","19840310","HERE WE GO ROCK 'N' ROLL","SPIDER","A&M","60","1"
"5V6en3bgRU8","19940820","WHO DO YOU LOVE","SPIDER","ARISTA","93","1"
"6gtRrM1oWNk","19830305","WHY D'YA LIE TO ME","SPIDER","RCA","68","1"
