id,peakdate,title,artist,label,peakpos,woc
"v-w5JEPwB1E","19750215","ONLY YOU CAN","FOX","GTO","50","1"
"kY1EaL1EM04","19860308","PRECIOUS LITTLE DIAMOND","FOX THE FOX","NO-LABEL","95","1"
"f98DOYcfIJ4","19760410","S-S-S-SINGLE BED","FOX","GTO","41","1"
