id,peakdate,title,artist,label,peakpos,woc
"W8lR3sNer5U","19991023","GOING UNDERGROUND/CARNATION","BUFFALO TOM/GALLAGHER/CRADOCK","IGNITION","6","1"
"N_erydVaGk4","19940430","I'M ALLOWED","BUFFALO TOM","BEGGARS BANQUET","81","1"
"iBxJEE4u4_s","19950701","SUMMER","BUFFALO TOM","BEGGARS BANQUET","91","1"
"Pi11lZDxzlc","20000610","WE'RE REALLY SAYING SOMETHING","BUFFALO G","EPIC","17","1"
"OSQWH_B5em8","19980919","WISER","BUFFALO TOM","BEGGARS BANQUET","94","1"
