"7501-19990626","EXPECT THE UNEXPECTED","DOG EAT DOG","ROADRUNNER","94","1"
"7501-19960713","ISMS","DOG EAT DOG","ROADRUNNER","43","1"
"7501-19950819","NO FRONTS - THE REMIXES","DOG EAT DOG","ROADRUNNER","64","1"
