"7501-19840721","BREAKAWAY","SPIDER","NO-LABEL","92","1"
"7501-19860215","GIMME GIMME IT ALL","SPIDER","NO-LABEL","96","1"
"7501-19840310","HERE WE GO ROCK 'N' ROLL","SPIDER","A&M","60","1"
"7501-19940820","WHO DO YOU LOVE","SPIDER","ARISTA","93","1"
"7501-19830305","WHY D'YA LIE TO ME","SPIDER","RCA","68","1"
