"7501-19550804","CHERRY PINK AND APPLE BLOSSOM WHITE","EDDIE CALVERT","COLUMBIA","1","17"
"7501-20110312","F**KIN' PERFECT","PINK","LAFACE","10","7"
"7501-20020302","GET THE PARTY STARTED","PINK","LAFACE","2","6"
"7501-20171116","REVENGE","PINK FT EMINEM","RCA","33","4"
