"-TcLdJlA0Nc","19550804","CHERRY PINK AND APPLE BLOSSOM WHITE","EDDIE CALVERT","COLUMBIA","1","17","hstest2","title","pink","#"
"ocDlOD1Hw9k","20110312","F**KIN' PERFECT","PINK","LAFACE","10","7","hstest2","artist","pink","#"
"mW1dbiD_zDk","20020302","GET THE PARTY STARTED","PINK","LAFACE","2","6","hstest2","artist","pink","#"
"RuuBtb1qJqM","20171116","REVENGE","PINK FT EMINEM","RCA","33","4","hstest2","artist","pink","#"
