id,peakdate,title,artist,label,peakpos,woc
"ggXzvPIrtg4","19690708","FROZEN ORANGE JUICE","PETER SARSTEDT","UNITED ARTISTS","10","5"
"UzPh89tD5pA","19830319","RIP IT UP","ORANGE JUICE","POLYDOR","10","5"
