id,peakdate,title,artist,label,peakpos,woc
"Dd1rbizpZYc","19990918","HAVEN'T YOU HEARD","INDIGO","EUPHORIC","95","1"
"vF4XglVciuM","19880521","INDIGO EYES","PETER MURPHY","NO-LABEL","95","2"
"5K7EVpxL3lI","20001202","INDIGO","MOLOKO","ECHO","51","2"
"VOBZ_dkGpJ4","19940604","LEAST COMPLICATED","INDIGO GIRLS","EPIC","98","1"
"XrxpOcDX3A4","19960316","MY UNKNOWN LOVE","COUNT INDIGO","COWBOY","59","2"
"jGzV6IUwelY","19971227","PERFECT DAY","INDIGO","EUPHORIC","84","2"
