id,peakdate,title,artist,label,peakpos,woc
"IakDItZ7f7Q","20080823","VIOLET HILL","COLDPLAY","PARLOPHONE","8","15"
"cH_rfGBwamc","19950805","VIOLET","HOLE","GEFFEN","17","2"
"GtLSMMWOJ7I","19920307","VIOLET","SEAL","ZTT","39","2"
